Account Name,NIP*
GEIS PL SP. Z O.O.,5261025183
GEDIA POLAND,5262161089
GEDEON RICHTER POLSKA SP. Z O.O.,5291656994
GEBERIT PRODUKCJA,7772751164
GEBERIT OZORKÓW,7321842462
GEBERIT SP. Z O.O.,9510065262
GEALAN POLSKA,8331223577
GE MEDICAL SYSTEMS POLSKA,5220019702
GDAŃSKIE WODOCIĄGI,5830006715
GDAŃSKIE PRZEDSIĘBIORSTWO ENERGETYKI CIEPLNEJ,5840300913
GDAŃSKIE MŁYNY - SP. Z O.O.,5830012118
GDAŃSKIE AUTOBUSY I TRAMWAJE / GDAŃSKIE AUTOBUSY,2040000711
GDAŃSKDIS SP. Z O.O.,7010128780
GDAŃSKA STOCZNIA REMONTOWA IM. J.PIŁSUDSKIEGO,5830001184
GDAŃSK TRANSPORT COMPANY,5831092438
GAZDA GROUP,6381272275
GAZ PETROL - SP. Z O.O.,8961517642
GATNER PACKAGING SP. Z O.O. SP.K.,6192019196
GATES POLSKA,6912085880
GASPOL,7790020583
GASA GROUP POLAND,5272652914
GARMOND PRESS,6761796725
GARMIN WROCŁAW,7010912976
GARMIN POLSKA SP. Z O.O.,5252463854
GAMMA RENEWABLE ENERGY,9512509349
GAMBIT KUTNO SP. Z O.O. SP.K.,7751000234
GAŁA MEBLE,9110000218
GALON SP. Z O.O.,6342298974
GALMET SP. Z O.O. SP.K.,7480002740
GALL-ICM, M. I I. MAJCHER, SP.J.,7280003284
GALICJA,8722152522
GALEON SP. Z O.O. SP.K.,6040106819
GALAXY SYSTEMY INFORMATYCZNE SP. Z O.O.,9291857884
GALAN LOGISTICS,8561811616
GADUS,9581436004
GABONA,5213916903
GABI JERCZYŃSKI SP.K.,6191544581
GABI BIS JERCZYŃSKI,6191887625
G.EN. GAZ ENERGIA,5252873954
G&G AUTO RZESZÓW SP. Z O.O.,5170384835
G&G AUTO LUBLIN SP. Z O.O.,7130004402
FUTURE PROCESSING S.A.,6342532128
FUTURE 1 SP. Z O.O.,6922509264
FUSTE SHARE POLAND,5252761534
FUSTE SERVICE SP. Z O.O.,5252762580
FUSTE POLSKA,7010356386
FUSTE MANAGEMENT,5252761994
FURMIX WAKNOR WÓJCIK SP.K.,6211811388
FUNDACJA ROZWOJU PRZEDSIĘBIORCZOŚCI TWÓJ STARTUP,5213641211
FUNDACJA DZIECIOM ZDĄŻYĆ Z POMOCĄ,1181428385
FUJITSU TECHNOLOGY SOLUTIONS,1132172342
FUJIFILM POLAND,5272951901
FUJI SEAL POLAND,5252335702
FTF COLUMBUS,9591753864
FRUKTUS KOWALCZYK SP. Z O.O.,5740001105
FRUKT SP. Z O.O.,9930276764
FROSTA,1132055642
FRONERI POLSKA,8171665383
FRITO LAY POLAND,5291347721
FRITO LAY SP. Z O.O.,1132694158
FRIGO LOGISTICS,7772583933
FRIGO FRACHT,5761527433
FRICKE MASZYNY ROLNICZE,7421590617
FRESH WORLD-INTERNATIONAL,5212773152
FRESH LOGISTICS POLSKA,7773249610
FRESENIUS NEPHROCARE POLSKA,7831559498
FRESENIUS MEDICAL CARE POLSKA,7831480785
FREGA FREJOWSKI,6570386005
FRAPO-ECONOMY,6652970905
FRAPO-DYSTRYBUCJA,6650003213
FRANK-CARS,5732844616
FRAIKIN POLSKA,5252364164
FRAC DETAL,8132514295
FRAC,6840009118
FPT,5892039674
FPG,1180061190
FOXESS POLSKA,9691644614
FORTUNA ONLINE ZAKŁADY BUKMACHERSKIE,5481192629
FORTUNA,7010503002
FORTUM SILESIA,6480001289
FORTUM MARKETING AND SALES POLSKA,7811861610
FORTIS LOGISTICS,6342817115
FORTIS AUTO JACEK MYŚLIŃSKI,8792674467
FORTACO JL,8621000940
FORTACO,5252504168
FORMULA,5252640718
FORMIKA,1070017779
FORMASTER,9590122245
FORINT,5481713778
FOREINTRADE,5213677752
FOREIGN PERSONNEL SERVICE,9512392321
FORCOM,7811692277
FORBET ZAKŁADY BUKMACHERSKIE,5482487290
FOODCARE,9441847411
FOOD SERVICE,8351486937
FOL-PLAST II M. A. GOSTOMSCY,5921908487
FOLPLAST,6980007496
FOLPAK BARANOWSKI,8222343934
FOGO,7831735110
FOCUS HOTMELT EUROPE,8971876377
FM WORLD,8952010760
FM POLSKA,8381000827
FLYTRONIC,9691513993
FLYINGATOM,5272744800
FLUOR,6310102962
FLUKAR,6842623029
FLÜGGER POLAND,5850205530
FLOTEX POLSKA,8133605829
FLORIAN CENTRUM,7751117203
FLORENTYNA,6170254435
FLORA FOOD POLAND,5272728238
FLORA FOOD MANUFACTURING POLAND,5252722008
FLORA,5761450765
FLINT GROUP POLSKA,9471842387
FLEXTRONICS LOGISTICS POLAND,5932494486
FLEXLINK SYSTEMS POLSKA,7822142445
FLEXIPOWER GROUP,7312045200
FLEX FILMS EUROPA,7792387276
FLEETCOR POLAND,5252584121
FLEET LEASING SERWIS,6793130082
FLAVUS,7252124107
FLÄKTGROUP POLAND,5261035052
FIX FORUM LIDER,5271113753
FISKARS POLSKA,8390202306
FIRMA ZYGUŁA,9231654278
FIRMA ROGALA,7382026797
FIRMA KRĘGLEWSCY,6981818311
FIRMA KARLIK,7822225154
FIRMA HANDLOWO-USŁUGOWA ROLMET KOWALSKI MAREK FRĄC,6620050886
FIRMA HANDLOWO-USŁUGOWA KABA M.KAPUSTKA,8730205049
FIRMA HANDLOWA ROLNIK,6350001345
FIRMA HANDLOWA BRZEGOWY,8711777862
FIRMA HANDLOWA BAT,5891661727
FIRMA BUDOWLANO - DROGOWA MTM,9581323406
FIRMA BUDOWLANA ANNA-BUD,6572911869
FIRESTONE INDUSTRIAL PRODUCTS POLAND,7811743388
FINE ALTECH MŁAWA,5691771463
FINAL,5732287848
FIELDON INVESTMENTS WIATROMILL,5842603167
FIEGE E-COM NORTH,7010873302
FIEGE E-COM LOGISTICS,7010617378
FIEDOROWICZ,7393727411
FIDELTRONIK,6751382703
FICOMIRRORS POLSKA,6442996318
FIBRE SYSTEM,5222632861
FIBRAIN,8130336808
FIBERHOST,7791002618
FHU ROBERT,8212218848
FHTM,8971750736
FHP-VILEDA,7790042544
FHC-2,6842411942
FH TROKOS,6831474815
FF MARKA WŁASNA,7251820483
FESTO,5220101148
FERRUM,6340128794
FERROXCUBE POLSKA,8361646911
FERRERO POLSKA COMMERCIAL,1080016327
FERONA POLSKA,2220825979
FERMY DROBIU WOŹNIAK,6991819714
FERAX,8291004247
FERA,8992750635
FENTO,5213576063
FENIX METALS,8671933792
FELGENHAUER STEELWORKS SP. Z O.O. SP.K.,8971779906
FELGENHAUER MATERIAL HANDLING SP. Z O.O. SP.K.,8971772703
FEGA - POLAND SP. Z O.O.,8970020102
FEDEX EXPRESS POLAND,6342750606
FEDERAL-MOGUL BIMET S.A.,5841008149
FDW PASZE,6972190758
FCA POWERTRAIN POLAND W LIKWIDACJI,5472091774
FCA POLAND SP. Z O.O.,5470048627
FCA S.A.,6751152541
FBSERWIS KAMIEŃSK,7721981084
FAYMONVILLE POLSKA,8561748119
FAURECIA WAŁBRZYCH,8862530289
FAURECIA GORZÓW,5992784905
FAURECIA AUTOMOTIVE POLSKA,7971258667
FAST TRACK LOGISTIC SP. Z O.O.,5911699378
FARMIO HOLDING,5272795588
FARMEA,6343013229
FARMA REDŁO,8561595006
FARM FRITES POLAND S.A.,5260017951
FARIAS SP. Z O.O.,5252573100
FARBY KABE POLSKA SP. Z O.O.,9540018787
FANEX TRADE MARIUSZ ADAMCZYK SP.K.,5882412858
FAMET,7490005295
FALKEN TRADE,7393752343
FALCO MAZURKIEWICZ I WSPÓLNICY,7390200011
FAL-BRUK,5210527420
FAKRO PP,7342887530
FAERCH MUROWANA GOŚLINA SP. Z O.O.,7820007370
FABRYKA TAŚM TRANSPORTEROWYCH WOLBROM,6371001853
FABRYKA PRZYCZEP NIEWIADÓW SP. Z O.O.,7732451800
FABRYKA MEBLI WERSAL Z.B.Ł. KACZOROWSCY,6191953486
FABRYKA MEBLI BODZIO BOGDAN SZEWCZYK,9111852372
FABRYKA MEBLI BIUROWYCH MIKOMAX,7282254837
FABRYKA MEBLI BENIX KACZOROWSCY SP. Z O.O.,6191953492
FABRYKA ŁOŻYSK TOCZNYCH - KRAŚNIK S.A.,7150200738
FABRYKA KABLI ELPAR,5391429275
FABIOS S.A.,5520100851
FABE POLSKA SP. Z O.O.,9591969133
F.R.B. INTER-BUD SP. Z O.O. SP.K.,9452168323
F.B.I. TASBUD S.A.,5361918822
EY GLOBAL SERVICES (POLAND),8971768647
EY GDS (CS) POLAND,5252562243
EXTRAL,5342375148
EXTRADACH,8522541532
EXPRESS HEROES,5732922397
EXPRESS S.A.,6770046633
EXPRES-KONKURENT,6762472752
EXPONDO POLSKA,9730994070
EXOIL PALIWA SP. Z O.O.,5632423329
EXLABESA EXTRUSION OPOLE SP. Z O.O.,6572783673
EXITY TRANSPORT & LOGISTICS W UPADŁOŚCI,7831763282
EXIDE TECHNOLOGIES,7770002990
EXG KOSSOWSKI,5732759738
EXG INVESTMENTS S.A.,5732821041
EXG CAPITAL KRAWCZYK SP.K.,5732887732
EXG CAPITAL KOSSOWSKI SP.K.,5732831298
EXERTIS SUPPLY CHAIN SERVICES LIMITED,1090000090
EXCLUSIVE NETWORKS POLAND S.A.,5252728815
EXCLUSIA,7010499944
EXCHANGE.PL,9282026824
EXCELLENT,6761026714
EXADEL POLAND SP. Z O.O.,5272736002
EXACT FORESTALL,5272849887
EWT TRUCK & TRAILER POLSKA SP. Z O.O.,5272107884
EWT AUTOMOTIVE POLSKA SP. Z O.O.,5220023307
EWLIT,5223027292
EWE POLSKA,7781340874
EWE ENERGIA,7781359052
EVIOSYS PACKAGING POLSKA,5261017930
EVIOSYS PACKAGING COMMERCIAL POLSKA,8561847844
EVIDEN POLAND R&D SP. Z O.O.,9671431453
EVEREST FINANSE S.A.,7831722320
EVELINE COSMETICS DYSTRYBUCJA SP. Z O.O.,1231235873
EVELINE COSMETICS S.A. SP.K.,9512098716
EUVIC S.A.,9691411637
EUROZET SP. Z O.O.,5260026186
EUROTERM TGS,7952551886
EUROSERVICE ZAKŁADY PRZEMYSŁU TŁUSZCZOWEGO W SUROC,7922047597
EUROSERVICE GROUP,7010607316
EUROSERVICE  MAREK JANOWSKI-JÓZEF CZECH,9521668550
EUROSER DAIRY GROUP  SP. Z O.O.- SP.K.,5222656471
EURORENT,5342158824
EUROPOL MEBLE POLSKA,7640001058
EUROPEJSKIE TECHNOLOGIE GÓRNICZE SP. Z O.O.,6252311263
EUROPEAN STEEL GROUP,6423192406
EUROPEAN APPLIANCES POLAND,5223052427
EUROPAPIER POLSKA SP. Z O.O.,5931092550
EUROPA EXCHANGE SP. Z O.O.,6343026315
EURONET POLSKA,5261030333
EUROMETAL,8652230687
EUROLINE SP. Z O.O.,6971906775
EUROKLIMAT A.DURKIEWICZ SP.J.,7811619180
EUROKANTOR CYRKOT,6912560789
EURO-INDUSTRY SP. Z O.O.,8520000588
EUROGLAS POLSKA,7732400872
EUROGATE LOGISTICS SP. Z O.O.,9531026770
EUROFIRANY B.B. CHOCZYŃSCY SP.J.,5532336625
EURO-COMFORT,6972035331
EUROCERAS SP. Z O.O.,7491868940
EUROCAST SP. Z O.O.,5882024234
EUROCASH SERWIS SP. Z O.O.,7772304755
EUROCASH S.A.,7791906082
EUROBOX POLSKA,5262207578
EUROBEEF UBOJNIA,6662118169
EURO TSS SP. Z O.O.,5842728710
EURO STYL CONSTRUCTION SP. Z O.O.,5833217418
EURO STYL SPÓŁKA  Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SP.K.,5832968619
EURO FINANNCE,7642437825
EURO DONER POLAND SP. Z O.O.,7881939599
EURO - FOODS POLSKA SP. Z O.O.,7791082652
EUPOLTRANS SP. Z O.O.,7773359103
E-TOTO ZAKŁADY BUKMACHERSKIE SP. Z O.O.,5272639256
ETOS S.A.,5840303202
ETI POLAM SP. Z O.O.,5681370113
ETEX POLAND,6620050811
ESV S.A.,8980025644
ESTROPOL,7471893952
ESTEE LAUDER (POLAND),5260011173
ESSPEE ZŁOM,6040214526
ESSITY POLAND,5252534850
ESSITY OPERATIONS POLAND,8951502768
ESSILOR OPTICAL LABORATORY POLSKA,5242402213
ESSENCEMEDIACOM POLAND,5251347382
ESSELTE POLSKA SP. Z O.O.,8120005317
ESPPOL TRADE,5252789604
ESPERSEN POLAND,6691005166
ESPERSEN KOSZALIN,6692402840
ESOLEO SP. Z O.O.,9512388093
ESMOKING LIQUIDS,5140336665
ESMETRIC GROUP,7010229392
ESAB POLSKA SP. Z O.O.,5272627655
ESAB SP. Z O.O.,6340023457
ESA TRUCKS POLSKA,9721145555
ES SYSTEM K SP. Z O.O.,6771017562
ERONTRANS SP. Z O.O.,5890011743
ERNST & YOUNG USŁUGI FINANSOWE AUDYT POLSKA,5260207930
ERNST & YOUNG CONSULTING,5252314195
ERNST & YOUNG AUDYT POLSKA  SP. Z O.O. SP.K.,5260207976
ERICSSON,5260301818
ERGO TECHNOLOGY & SERVICES S.A.,5851007625
ER-DROB SP. Z O.O.,7732206905
ERBUD INDUSTRY CENTRUM,7281003292
ERA SP. Z O.O.,6272405145
EQUINIX (POLAND) SP. Z O.O.,7010109699
EPO-TRANS LOGISTIC,6462699090
EOL POLSKA SP. Z O.O.,7872086200
EOBUWIE.PL LOGISTICS SP. Z O.O.,9731017669
ENVIEN BIOPALIWA POLSKA SP. Z O.O.,6521606665
ENVEA W LIKWIDACJI,6342857729
ENTIRE M SP. Z O.O.,8943037908
ENTERPRISE CAPITALS,6312650538
ENTER AIR,7010206959
ENTENEO ENERGY TRADING,9512365318
ENTC DAIRY SOLUTIONS,5783110775
ENTALPIA EUROPE,8272310279
ENPROM,7010261504
ENIS,9452188455
ENIQ SP. Z O.O.,9542418410
ENGIE ZIELONA ENERGIA,8522434090
ENEXON SP. Z O.O.,7820032899
ENERSYS,9372443460
ENERPOL GROUP,9552293364
ENERIS EKOLOGICZNE CENTRUM UTYLIZACJI SP. Z O.O.,8842281452
ENERGYNAT,6443472876
ENERGYLANDIA GOCZAŁ FAMILY,5511735768
ENERGY 5,9710723296
ENERGOPOL-SZCZECIN W UPADŁOŚCI,8520500598
ENERGO OPERATOR SP. Z O.O.,5213468474
ENERGO,5431505859
ENERGETYKA CIEPLNA OPOLSZCZYZNY,7542524950
ENERGA LOGISTYKA SP. Z O.O.,7741017492
ENEFIT,5252678371
ENDRESS + HAUSER POLSKA SP. Z O.O.,5211021786
ENCHEM POLAND SP. Z O.O.,8971854921
EMTOR,9562137453
EMPIK,5260207427
EMIX OIL  SP. Z O.O.,9970160140
EMITER,6442926039
OBJECTIVITY SP. Z O.O.,8942941304
NYSTAL S.A.,6341007868
NUTRIPOL SP. Z O.O.,7393812364
NUTRIMED SP. Z O.O.,8732546300
NUTRICIA ZAKŁADY PRODUKCYJNE,7540335340
NUFARM POLSKA,1180034649
NUCTECH WARSAW COMPANY LIMITED,1070002424
JOKO (R) COSMETICS E.I G.KOSYL SP.J.,1250032326
NU - MED GRUPA,7411906987
NTG ROAD,5272674838
NSTEEL SP. Z O.O.,5771983517
NSK STEERING SYSTEMS EUROPE (POLSKA),8862570917
NSK POLSKA SP. Z O.O.,9591457775
NSK BEARINGS POLSKA,6570311220
NRF POLAND SP. Z O.O.,5831011078
NOWAK-MOSTY SP. Z O.O.,6292472541
NOWA ITAKA,7542686316
NOWA ELEKTRO SP. Z O.O.,7792231060
NOVOL,7830001311
NOVO NORDISK PHARMACEUTICAL SERVICES,5222734952
NOVO NORDISK PHARMA,5271113612
NOVATOR,6642069226
NOVA TRADING,8790177836
NOVA METALE SP. Z O.O.,9562329833
NOSTRADA PL,5272838085
NOSTRA TRADE SP. Z O.O.,9662095033
NORTHVOLT POLAND SP. Z O.O.,5833325243
NORTHERN LIGHT SERVICE,8971902181
NORTH COAST S.A.,5260205055
NORGIPS,5222702366
NORDKALK,5832167150
NORDEX POLSKA,1181922263
NORDAN,9231548435
NORD SYSTEMY NAPĘDOWE,9241908898
NORD CAPITAL SP. Z O.O.,9581319327
NORD AUTO SP. Z O.O.,5422596650
NOMA SP. Z O.O.,8351148991
NOHO WARSZAWA,7011112338
NOBILE MOTORS,9462652285
NO LIMIT,5241066960
NM POLSKA,7521457964
NIVEA POLSKA,7770002866
NITRO CHEMICAL SP. Z O.O.,8992849598
NIJWA SP. Z O.O.,7750001935
NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ PORADNIA MED,7962426243
NIELSEN SERVICES POLAND SP. Z O.O.,1080016422
NIDEC MOTORS & ACTUATORS (POLAND),5272518400
NICROMETAL S.A.,9562054187
NICROMET,6521638429
NICOMEX PROJECT MANAGEMENT,7822165245
NICE - POLSKA,9521240786
NIBE-BIAWAR,5420200292
NGK CERAMICS POLSKA,6312363833
NFM POLAND,8392934769
NEXTKK 1,9591948183
NEXTEER AUTOMOTIVE POLAND,6462101342
NEXLER SP. Z O.O.,5862073821
NEXEO PLASTICS POLAND,5272638995
NEWAG LEASE SPÓŁKA KOMANDYTOWO - AKCYJNA,5272706604
NEWAG,7340009400
NEW YORKER POLSKA,7781334299
NEW POLISH INVESTMENTS,7831797571
NEW BALANCE POLAND,5272838323
NEW AGE REFRIGERATION SOLUTIONS SP. Z O.O. SP.K.,1182089904
NEVEON POLAND,7320000726
NEUMO-POLSKA SP. Z O.O.,8361527589
NEUCA S.A.,8790017162
NETWORKS,5272656214
NETTO,8521021463
NETTLE,8992569522
NETBROKERS POLSKA SP. Z O.O. SP.K.,6792607441
NETBOX GROUP,6961001742
NET - PROFIT WARZYWA & OWOCE,6792723839
NESTLÉ PURINA MANUFACTURING OPERATIONS POLAND,8961586407
NESSEL SP. Z O.O.,8992839708
NEPTUN SP. Z O.O.,9462220054
NEOROL SP. Z O.O.,6171009399
NEOPROFIL  RAFAŁ HERZYK,9372555153
NEONET W RESTRUKTURYZACJI,8950021311
NEOMET SP. Z O.O.,7722230173
NEMAK POLAND,9372362922
NDI SOPOT,5830007531
NDI S.A.,5851451923
NCR POLSKA SP. Z O.O.,1180016901
NAWROT SP. Z O.O.,9110007611
NAWA SP. Z O.O.,8161716601
NAVIGEA W LIKWIDACJI,6342857913
NAVIGATOR M.PILACIŃSKI SP.K.,5242840114
NATURE'S PRODUCE SP. Z O.O.,7972065870
NATURAGRA PASZE,8210006817
NATURAGRA DRÓB SZLACHETNY,7732496725
NATURA SP. Z O.O.,5270014428
NATUR PRODUKT ZDROVIT,1180009700
NATUR PRODUKT PHARMA,7591088489
NATIONALE-NEDERLANDEN POWSZECHNE TOWARZYSTWO EMERYTALNE S.A.,5262241523
NATIONAL WESTMINSTER BANK PLC ODDZIAŁ W POLSCE,1070038391
NATANEK LOGISTICS,7371932753
NARODOWY INSTYTUT ONKOLOGII IM. MARII SKŁODOWSKIEJ,5250008057
NARODOWY INSTYTUT KARDIOLOGII STEFANA KARDYNAŁA WYSZYŃSKIEGO - PAŃSTWOWY INSTYTUT BADAWCZY,5250008525
NAPRZÓD HOSPITAL,9452179410
NAPENA SP. Z O.O.,9721061769
NAGEL POLSKA,9231508677
NADWICK,5223047550
MX SOLUTION,6762423021
MWS,5512571990
MW LUBLIN,9451990096
MW FOOD SP. Z O.O.,5512262007
MV GROUP DISTRIBUTION PL SP. Z O.O.,1070003116
MUSZYNIANKA,7343575005
MURLO,7010972085
MURAPOL,5471932616
MUNIAK,5222911466
MULTIVAC,7130207625
MULTISTAL & LOHMANN SP. Z O.O.,7811590772
MULTI PACKAGING SOLUTIONS BIALYSTOK SP. Z O.O.,9661723504
MULTI HOLDING SP. Z O.O.,6462945821
MULTI - FORM II,6461011186
MÜLLER DAIRY POLSKA SP. Z O.O. SP.K.,5252435438
MTU AERO ENGINES POLSKA,8133521239
MTL LEWANDOWSKI DARIUSZ,8791030934
MSD POLSKA DYSTRYBUCJA,5272702931
MSD POLSKA SP. Z O.O.,9512098811
MRGARDEN SP. Z O.O.,9731017468
MPM AGD,5291798240
MOWI POLAND SALES,9581574309
MOTO-TRUCK SP. Z O.O.,6572942226
MOTORPOL WROCŁAW SP. Z O.O.,8992754076
MOTOROLA SOLUTIONS SYSTEMS POLSKA,6772135826
MOTOROL AUTOMOTIVE,6760033853
MOTO INVEST,6653001114
MOTHERSON DRSC AUTOMOTIVE POLAND SP. Z O.O.,6112562410
MOSTY ŁÓDŹ,7270126890
MOSTOSTAL WARSZAWA,5260204995
MOSTOSTAL PUŁAWY,7160023456
MOSTOSTAL KRAKÓW S.A.,6780027324
MOS CONSULTING,5252609571
MORSKA AGENCJA GDYNIA,5860157896
MORIS,6462926930
MORELE.NET,9451972201
MORAWIEC TRANSPORT,7551933406
MORAWIEC PALIWA SP. Z O.O.,7551932022
MONSANTO POLSKA,5261013151
MONIECKA SPÓŁDZIELNIA MLECZARSKA W MOŃKACH,5460000524
MONEO SP. Z O.O.,6793120161
MONDRY,5833448922
MONDI SOLEC,5261019863
MONDI POZNAŃ SP. Z O.O.,7772223548
MONDELEZ POLSKA PRODUCTION,1070003926
MONDELEZ EUROPE SERVICES GMBH () - ODDZIAŁ W POLSCE,1080015167
MOLEX,9271629358
MOJSIUK SP. Z O.O. SP.K.,6690012951
MOJE BAMBINO,7251933448
MODULAR SYSTEM,7123301642
MODERTRANS POZNAŃ SP. Z O.O.,7822343267
MODERNHATCH SZTUDER & WOCKA SP. Z O.O. SP.K.,9910501643
MODERN-EXPO S.A.,9462261320
MODEL-ART,7411895516
MODEL OPAKOWANIA,9181579071
MODECOM S.A.,1132115893
MOBASE ELECTRONICS POLAND,6312536788
MMT SUPERMARKET SP. Z O.O.,7792217048
MMP NEUPACK POLSKA,5321857333
MMC POLAND,9542746054
MM PACKAGING POLSKA SP. Z O.O.,9532703793
MM KWIDZYN,5810004587
MM CARS SP. Z O.O.,9542461883
MŁYNY SZCZEPANKI,8762360741
MŁYNY KAPKA SP. Z O.O.,9181004264
MLP GROUP S.A.,5341012136
MLEKO W LIKWIDACJI,8110004434
MLECZARNIA TUREK SP. Z O.O.,6681719786
MLECZARNIA GOŚCINO,6690501153
ML SYSTEM,5170204997
MKL BAU SP. Z O.O.,8212639231
MIZGIER TOMASZ I SYNOWIE SP. Z O.O.,7861719481
MITSUBISHI ELECTRIC EUROPE B.V.()-ODDZIAŁ W POLSCE,5130195269
MITMAR SP. Z O.O.,7731005056
MISTAL,6431629579
MIR-WIT,7390205735
MIROSŁAW WRÓBEL,8942648923
MIRKO,8392770701
MIR-KAR HF SP. Z O.O.,5080093755
MIRJAN 24 SP. Z O.O.,5252575205
MIREX SP. Z O.O.,9370001580
MIRAI MOTORS SP. Z O.O. SP.K.,6482773435
MINE MASTER,6940007277
MINDSHARE POLSKA SP. Z O.O.,5252225250
MILLE SAPORI PLUS SP. Z O.O.,5272633791
MILKPOL POLSKA,5222863856
MILAREX,8392756807
MIKRONIKA SP. Z O.O.,7792502760
MIKROMA POLSKA S.A.,7891326958
MIKOMAX,7282725538
MIG CAPITAL 2,6751506045
MIĘS-POL JOŃCZYK,8252198135
MIĘDZYZAKŁADOWA SPÓŁDZIELNIA MIESZKANIOWA ENERGETY,5250007069
MIĘDZYNARODOWY TRANSPORT DROGOWY I SPEDYCJA OLMA ELŻBIETA MASTALERZ MAREK MASTALERZ SP.J.,7340010840
MIĘDZYNARODOWY PORT LOTNICZY IM. JANA PAWŁA II KRAKÓW-BALICE SP. Z O.O.,6761336952
MIĘDZYNARODOWE TARGI POZNAŃSKIE SP. Z O.O.,7770000488
MIĘDZYLESKI SZPITAL SPECJALISTYCZNY W WARSZAWIE,9521789325
MIELEWCZYK.PRO SP. Z O.O.,5892080292
MIELEWCZYK,5891975236
MIELE TECHNIKA SP. Z O.O.,5252710726
MIEJSKIE ZAKŁADY AUTOBUSOWE,5252256730
MIEJSKIE WODOCIĄGI I KANALIZACJA W BYDGOSZCZY - SP. Z O.O.,5540309241
MIEJSKIE PRZEDSIĘBIORSTWO WODOCIĄGÓW I KANALIZACJI W M.ST. WARSZAWIE S.A.,5250005662
MIEJSKIE PRZEDSIĘBIORSTWO WODOCIĄGÓW I KANALIZACJI,8960000256
MIEJSKIE PRZEDSIĘBIORSTWO OCZYSZCZANIA SP. Z O.O.,6750006547
MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE W POZNANIU,7770005132
MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE W KRAKOWIE,6790085613
MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE - ŁÓDŹ,7250005628
MIEJSKIE PRZEDSIĘBIORSTWO ENERGETYKI CIEPLNEJ - RZ,8133527259
MIEJSKIE PRZEDSIĘBIORSTWO ENERGETYKI CIEPLNEJ,7390200206
MIEJSKI ZAKŁAD KOMUNALNY,8650003071
MIEDZIOWE CENTRUM ZDROWIA,6921009016
MID OCEAN LOGISTICS POLAND SP. Z O.O.,6272618295
MGSOLUTIONS MGJJ SP. Z O.O. SP.K.,6762444862
MGR INŻ HENRYK BURY,8132895618
MGI POLSKA,7822148821
MGA ENTERTAINMENT POLAND,5272487763
MFO,8371605871
MEXPOL S.A.,5261031835
MEXEM,5220003084
METTLER - TOLEDO,5211010340
METS,5213646065
METLINK HANDEL SP. Z O.O.,5272835046
METKOM,5170140547
METINVEST POLSKA,6342841177
METEOR RECYKLING SP. Z O.O.,6252456412
METCAP,8133603753
METALTECH SP. Z O.O.,5311664012
METALL-EXPRES,5170049433
METALKAS S.A.,9671153563
METAL MARKET EUROPE,7831696976
METAL - FACH,5451650398
MESSER POLSKA,8510109326
MESKO,6630002096
MERKURY MARKET,6842255436
MERCURY ENGINEERING POLSKA,5213062714
MERCK LIFE SCIENCE,7781002137
MERCEDES-BENZ POLSKA,5271398974
MERCEDES-BENZ LEASING POLSKA,5251488303
MERA-SERWIS SGL SP. Z O.O.SPÓŁKA KOMANDYTOWO-AKCYJNA,5291797743
MENPOL KRZYSZTOF MENCEL S.K.A.,5981651595
MENNICA TOWERS GGH MT SPÓŁKA KOMANDYTOWO -AKCYJNA,7010384164
MENNICA KAPITAŁOWA DYSTRYBUCJA,5252929353
MENNICA APART SP. Z O.O.,9721246262
MENLO ELECTRIC,5272829241
MELVIT,5222401618
MELLE SP. Z O.O.,6222622975
MELISSA,7252199795
MELEX A&D TYSZKIEWICZ SP.J.,5242508288
MEGATEM EC-LUBLIN SP. Z O.O.,9462311443
MEGAFARM,6343017664
MEGA - ZAKŁAD PRODUKCJI POJAZDÓW UŻYTKOWYCH I KONSTRUKCJI,7542762431
MEFTA GREEN TRANSFO ENERGY POLAND,6351843661
MEEST INTERNATIONAL,7010515991
MEDUET SP. Z O.O.,5691902439
MEDOS PAWEŁ BUŁAWKA,8751002162
MEDIVET,7850005430
MEDICARE-GALENICA,9542184194
MEDIA SATURN ONLINE SP. Z O.O.,7010327611
MEDIA SATURN LOGISTYKA,7010443197
MEDIA PRESS SP. Z O.O.,6652779225
MEDEZIN SP. Z O.O.,9471979904
MEDEN - INMED SP. Z O.O.,6692255563
MEDELLA,1132706648
MEDCOM SP. Z O.O.,5210125265
MEDANA PHARMA,8271000364
MECALIT POLSKA SP. Z O.O.,7292557166
MEBLE-BLACK RED WHITE SP. Z O.O.,9181928620
MEBLE WÓJCIK SP. Z O.O.,5782921164
MEBLE VOX S.A.,7820021192
ME TRAILERS POLAND,8351612193
ME M12,7671714003
ME M10,7671713995
ME M09,7671714032
ME M08,8132199474
ME M07,7671713943
ME M06,7671714026
ME M05,7671714115
ME M04,7671714061
ME M03,7671714055
ME M02,7671714049
ME M01,7671714109
MDM NT SP. Z O.O.,5482614481
MDM HOLDING,6342828840
MCKINSEY EMEA SHARED SERVICES SP. Z O.O.,5252478270
MCKINSEY & COMPANY POLSKA,5252496434
